"gene"	"adj.pval.Origin"	"adj.pval.Treatment"	"adj.pval.LifeStage"	"adj.pval.Origin_x_Treatment"	"adj.pval.Origin_x_LifeStage"	"adj.pval.Treatment_x_LifeStage"	"adj.pval.Origin_x_Treatment_x_LifeStage"	"Length"	"GO_Name"	"GO_IDs"
"Pastreoides11992"	6.14477971655893e-34	5.93460298856993e-05	0.498183530442029	5.0358953663823e-10	0.332228005658108	5.63150783092215e-08	0.0389686988728955	363	"cytoplasm; intracellular organelle"	"GO:0005737; GO:0043229"
"Pastreoides57983"	1.94626763453198e-34	1.32090107590303e-12	0	2.25210950417217e-15	8.12381816835542e-44	1.9106155944727e-07	0.00369247970473202	420	""	""
"Pastreoides04546"	0.000131469166477879	0.982035159269525	0.74642101401872	0.781405238511281	0.179730613088126	3.62777374560516e-07	0.642976768286628	912	"cell adhesion; integrin complex; anatomical structure morphogenesis; animal organ development; positive regulation of cellular process; leukocyte migration; cellular response to stimulus; cell-cell adhesion; protein binding; plasma membrane; integral component of membrane"	"GO:0007155; GO:0008305; GO:0009653; GO:0048513; GO:0048522; GO:0050900; GO:0051716; GO:0098609; GO:0005515; GO:0005886; GO:0016021"
"Pastreoides64571"	0.568262208536526	1.19897348495199e-07	7.10833380695181e-23	0.637242207496466	4.52892819802422e-07	2.58995125738985e-06	0.745311989658753	170	"aerobic respiration; cytochrome-c oxidase activity; heme binding; integral component of membrane; mitochondrial electron transport, cytochrome c to oxygen; electron transport coupled proton transport; response to cadmium ion; response to methylmercury; cytochrome-c oxidase activity; heme binding; metal ion binding; mitochondrial respiratory chain complex IV; integral component of membrane"	"GO:0009060; GO:0004129; GO:0020037; GO:0016021; GO:0006123; GO:0015990; GO:0046686; GO:0051597; GO:0004129; GO:0020037; GO:0046872; GO:0005751; GO:0016021"
"Pastreoides28139"	0.000427809264837541	0.01115854787564	0.41611536833216	0.0329952657545877	0.698783923332068	4.88724742010285e-06	0.870780950515136	207	"protein binding; nucleoplasm"	"GO:0005515; GO:0005654"
"Pastreoides54284"	2.63137896501614e-13	0.342898458695892	4.90504841524421e-19	0.0848577156896648	0.794345063507443	6.77118614627092e-05	0.987848662689874	468	""	""
"Pastreoides56760"	7.42623676508742e-72	1.16626610809864e-36	1.20548854653743e-12	5.10000203245984e-08	0.834789943209242	8.25584686878077e-05	0.944882199510928	447	"protein binding; positive regulation of epithelial cell migration; microtubule organizing center organization; regulation of protein localization; establishment of apical/basal cell polarity; intracellular signal transduction; myelination; regulation of microtubule cytoskeleton organization; tight junction assembly; protein binding; cytosol; bicellular tight junction; apical plasma membrane; centriolar satellite; subapical complex; perinuclear region of cytoplasm"	"GO:0005515; GO:0010634; GO:0031023; GO:0032880; GO:0035089; GO:0035556; GO:0042552; GO:0070507; GO:0120192; GO:0005515; GO:0005829; GO:0005923; GO:0016324; GO:0034451; GO:0035003; GO:0048471"
"Pastreoides08834"	0.654668497364807	0.134712051484464	1.09336030218109e-13	0.235119980334458	0.179068164865985	0.000315943538968223	0.920374601732649	1429	"eye development; skeletal muscle tissue development; optokinetic behavior; cell migration; extracellular matrix disassembly; retinal ganglion cell axon guidance; hemidesmosome assembly; substrate adhesion-dependent cell spreading; digestive tract development; notochord morphogenesis; brain morphogenesis; detection of light stimulus involved in visual perception; somite development; protein-containing complex assembly; biological regulation; basement membrane organization; extracellular matrix assembly; extracellular matrix structural constituent; extracellular region; membrane-bounded organelle; laminin complex"	"GO:0001654; GO:0007519; GO:0007634; GO:0016477; GO:0022617; GO:0031290; GO:0031581; GO:0034446; GO:0048565; GO:0048570; GO:0048854; GO:0050908; GO:0061053; GO:0065003; GO:0065007; GO:0071711; GO:0085029; GO:0005201; GO:0005576; GO:0043227; GO:0043256"
"Pastreoides24355"	0.147338254050951	0.918032031260252	0.759896012564887	0.843923816008451	0.0542899765708999	0.00044331327000473	0.00289117676886849	613	"fatty acid biosynthetic process; acyl-oA metabolic process; sensory perception of smell; regulation of blood pressure; cholesterol homeostasis; nucleotide binding; fatty-acyl-oA synthase activity; protein binding; odorant binding; propionate oA-transferase activity; ion binding; butyrate-oA ligase activity; decanoate-oA ligase activity; mitochondrial matrix"	"GO:0006633; GO:0006637; GO:0007608; GO:0008217; GO:0042632; GO:0000166; GO:0004321; GO:0005515; GO:0005549; GO:0018729; GO:0043167; GO:0047760; GO:0102391; GO:0005759"
"Pastreoides23998"	0.65845423462941	1.81161588811691e-09	0.127783382457728	0.571265232018516	0.856254107974927	0.000709048427098127	0.0628545728375139	1575	"signal transduction; netrin-activated signaling pathway; catalytic activity; netrin receptor activity; protein binding; integral component of membrane; axon guidance; positive regulation of signal transduction; negative regulation of apoptotic process; regulation of extrinsic apoptotic signaling pathway in absence of ligand; membrane; plasma membrane bounded cell projection"	"GO:0007165; GO:0038007; GO:0003824; GO:0005042; GO:0005515; GO:0016021; GO:0007411; GO:0009967; GO:0043066; GO:2001239; GO:0016020; GO:0120025"
"Pastreoides05493"	5.71368037541175e-12	6.71027726660795e-09	0.535131869582537	4.19894559991252e-45	0.00997119229595523	0.000747529129450207	0.525112978520344	651	"dephosphorylation; phosphatidylinositol-3-phosphatase activity; protein tyrosine phosphatase activity; phosphate-containing compound metabolic process; primary metabolic process; organic substance metabolic process; phosphatidylinositol phosphate phosphatase activity; cytoplasm"	"GO:0016311; GO:0004438; GO:0004725; GO:0006796; GO:0044238; GO:0071704; GO:0052866; GO:0005737"
"Pastreoides29784"	0.28374243981426	0.720777615875235	0.00326989571302663	3.35400237710238e-35	0.778422090191504	0.000805599403707334	0.479588390126377	281	"axonemal dynein complex assembly; axonemal dynein complex; regulation of cilium movement; cilium-dependent cell motility; axonemal dynein complex assembly; axoneme; ciliary basal body"	"GO:0070286; GO:0005858; GO:0003352; GO:0060285; GO:0070286; GO:0005930; GO:0036064"
"Pastreoides64572"	0.352835916720713	1.02196183681488e-09	1.75062424569431e-11	0.398028730356827	0.910278183692867	0.000805599403707334	0.590331350639897	212	"aerobic respiration; cytochrome-c oxidase activity; heme binding; integral component of membrane; cellular respiration; membrane"	"GO:0009060; GO:0004129; GO:0020037; GO:0016021; GO:0045333; GO:0016020"
"Pastreoides17842"	0.83329477631873	0.40460718116257	0.534488219961195	0.0796338781689199	0.447624523091432	0.0013498994987275	0.833578712281267	1227	"cell communication; integral component of membrane; cell communication; integral component of membrane"	"GO:0007154; GO:0016021; GO:0007154; GO:0016021"
"Pastreoides46967"	0.00618606548630935	0.844081202448058	0.00793757719928423	0.336207309351159	0.864430214609613	0.0013498994987275	0.944882199510928	184	"positive regulation of cell migration; barbed-end actin filament uncapping; positive regulation of lamellipodium organization; negative regulation of barbed-end actin filament capping; lamellipodium; establishment or maintenance of cell polarity; lamellipodium assembly; positive regulation of cell migration; ruffle organization; macropinocytosis; urate metabolic process; positive regulation of stress fiber assembly; barbed-end actin filament uncapping; actin filament network formation; positive regulation of substrate adhesion-dependent cell spreading; positive regulation of lamellipodium organization; negative regulation of barbed-end actin filament capping; protein binding; protein-containing complex binding; cytosol; plasma membrane; nuclear speck; lamellipodium; filamentous actin; macropinosome; intermediate filament cytoskeleton"	"GO:0030335; GO:0051638; GO:1902745; GO:2000813; GO:0030027; GO:0007163; GO:0030032; GO:0030335; GO:0031529; GO:0044351; GO:0046415; GO:0051496; GO:0051638; GO:0051639; GO:1900026; GO:1902745; GO:2000813; GO:0005515; GO:0044877; GO:0005829; GO:0005886; GO:0016607; GO:0030027; GO:0031941; GO:0044354; GO:0045111"
"Pastreoides02166"	1.76093141588122e-05	0.153470204833394	0.773630651294506	0.260402195998326	0.0425741040875941	0.00224126304218508	0.29383696096683	547	"protein peptidyl-prolyl isomerization; peptidyl-prolyl cis-trans isomerase activity; protein binding; mRNA splicing, via spliceosome; histone peptidyl-prolyl isomerization; regulation of flower development; meristem structural organization; regulation of root meristem growth; leaf vascular tissue pattern formation; leaf formation; leaf shaping; carpel development; stamen development; sepal formation; positive regulation of histone H3-K27 methylation; chromatin binding; peptidyl-prolyl cis-trans isomerase activity; cyclosporin A binding; histone binding; nuclear body; catalytic step 2 spliceosome"	"GO:0000413; GO:0003755; GO:0005515; GO:0000398; GO:0000412; GO:0009909; GO:0009933; GO:0010082; GO:0010305; GO:0010338; GO:0010358; GO:0048440; GO:0048443; GO:0048453; GO:0061087; GO:0003682; GO:0003755; GO:0016018; GO:0042393; GO:0016604; GO:0071013"
"Pastreoides52297"	3.89292931105198e-59	0.0276611669602405	0.28291813707905	0.00208580620283329	0.13405425841404	0.00224126304218508	0.850587233032507	513	"nucleic acid binding; zinc ion binding; nucleic acid binding; zinc ion binding; nucleic acid binding; zinc ion binding"	"GO:0003676; GO:0008270; GO:0003676; GO:0008270; GO:0003676; GO:0008270"
"Pastreoides02486"	0.00136294007563178	0.000147114984396291	0.000218211530245825	0.599687580844802	0.20430525499404	0.00279434654573005	0.0058180577224669	954	"protein binding; intracellular protein transport; cellular response to DNA damage stimulus; signal transduction; nervous system development; positive regulation of keratinocyte proliferation; cellular component organization; protein stabilization; regulation of insulin secretion involved in cellular response to glucose stimulus; positive regulation of cell cycle G1/S phase transition; protein -terminus binding; syntaxin binding; apicolateral plasma membrane; cytoplasmic vesicle; apical junction complex; apical part of cell; synapse"	"GO:0005515; GO:0006886; GO:0006974; GO:0007165; GO:0007399; GO:0010838; GO:0016043; GO:0050821; GO:0061178; GO:1902808; GO:0008022; GO:0019905; GO:0016327; GO:0031410; GO:0043296; GO:0045177; GO:0045202"
"Pastreoides20588"	0.63623971054725	0.387709522204304	0.0264414684064587	0.161682076985762	0.97403266605153	0.00297873604549334	0.598287374123589	375	"DNA repair; biological regulation; intracellular organelle"	"GO:0006281; GO:0065007; GO:0043229"
"Pastreoides08545"	0	2.14898474731901e-226	0	1.87826105703099e-34	4.39353095858297e-27	0.00348552590717796	0.464389866586186	337	"positive regulation of biological process; regulation of cellular process; response to stimulus; binding; cellular anatomical entity"	"GO:0048518; GO:0050794; GO:0050896; GO:0005488; GO:0110165"
"Pastreoides00835"	8.94134966718186e-33	0.976439581475014	0.00627200452955997	0.00480959243448948	0.299108840054825	0.00355831095558801	0.00969906163912239	878	"ubiquitin-protein transferase activity; intracellular membrane-bounded organelle"	"GO:0004842; GO:0043231"
"Pastreoides20044"	0.749053744539185	0.740826278319233	0.00713330758554205	0.0265957759487256	0.454105787506995	0.0037835358893454	0.362231314985298	904	"negative regulation of tumor necrosis factor-mediated signaling pathway; negative regulation of endopeptidase activity; positive regulation of protein ubiquitination; regulation of cell population proliferation; negative regulation of apoptotic process; positive regulation of JNK cascade; animal organ development; regulation of cell cycle; regulation of necroptotic process; regulation of natural killer cell apoptotic process; regulation of cysteine-type endopeptidase activity; enzyme binding; cysteine-type endopeptidase inhibitor activity involved in apoptotic process; metal ion binding; ubiquitin protein ligase activity; nucleoplasm; Golgi apparatus; centrosome; cytosol"	"GO:0010804; GO:0010951; GO:0031398; GO:0042127; GO:0043066; GO:0046330; GO:0048513; GO:0051726; GO:0060544; GO:0070247; GO:2000116; GO:0019899; GO:0043027; GO:0046872; GO:0061630; GO:0005654; GO:0005794; GO:0005813; GO:0005829"
"Pastreoides00414"	2.6040579505295e-208	1.32120749826285e-13	0.833789388441455	4.46246877599295e-59	0.513470685297754	0.00592266200265641	0.87524971818365	432	"glycogen metabolic process; calmodulin binding; carbohydrate metabolic process; generation of precursor metabolites and energy; cellular macromolecule metabolic process; protein binding; cytoplasm"	"GO:0005977; GO:0005516; GO:0005975; GO:0006091; GO:0044260; GO:0005515; GO:0005737"
"Pastreoides22100"	1.10654123412019e-14	7.78238219505589e-09	0.694633947439019	0.000301540216074886	0.930040795263652	0.00612111248083714	0.65233689204525	510	"DNA binding; nucleus; DNA binding; nucleus"	"GO:0003677; GO:0005634; GO:0003677; GO:0005634"
"Pastreoides45785"	0.814019762575608	0.431885162715561	0.775229227847027	0.607255528220035	0.92800999250573	0.00908219176341099	0.642976768286628	637	"negative regulation of metalloendopeptidase activity; metalloendopeptidase inhibitor activity; peptidase inhibitor activity; blood vessel maturation; embryo implantation; extracellular matrix organization; negative regulation of cell migration; embryonic forelimb morphogenesis; regulation of angiogenesis; regulation of establishment of blood-brain barrier; positive regulation of canonical Wnt signaling pathway; negative regulation of metalloendopeptidase activity; metalloendopeptidase inhibitor activity; Wnt-protein binding; coreceptor activity involved in canonical Wnt signaling pathway; plasma membrane; Wnt signalosome"	"GO:1904684; GO:0008191; GO:0030414; GO:0001955; GO:0007566; GO:0030198; GO:0030336; GO:0035115; GO:0045765; GO:0090210; GO:0090263; GO:1904684; GO:0008191; GO:0017147; GO:1904928; GO:0005886; GO:1990909"
"Pastreoides17153"	0.737313781460152	0.996089446903999	0.0502870614196433	0.903061440511051	0.966092195612361	0.00912148783625382	0.415503465832719	168	"integral component of membrane; cellular process; late endosome; membrane"	"GO:0016021; GO:0009987; GO:0005770; GO:0016020"
"Pastreoides04598"	0.599034146796565	0.126205406223831	0.000801108139717015	0.181863505674784	0.663383785340949	0.0141566315411682	0.425307744100013	383	"DNA replication; DNA biosynthetic process; nucleotide binding; DNA binding; DNA-directed DNA polymerase activity; DNA replication; DNA biosynthetic process; nucleotide binding; DNA binding; DNA-directed DNA polymerase activity"	"GO:0006260; GO:0071897; GO:0000166; GO:0003677; GO:0003887; GO:0006260; GO:0071897; GO:0000166; GO:0003677; GO:0003887"
"Pastreoides01370"	0.202144666075078	0.403650713038714	0.98345927725514	0.790880409351992	0.487686078353101	0.0144287212108399	0.914839050086643	262	""	""
"Pastreoides33741"	1.09983845371685e-09	0.0162989945724718	3.76089167769782e-07	1.94674165420883e-12	0.77298677045186	0.0147292431300389	0.210413633060334	565	"DNA replication; DNA biosynthetic process; nucleotide binding; nucleic acid binding; DNA binding; DNA-directed DNA polymerase activity; DNA replication; DNA biosynthetic process; nucleotide binding; nucleic acid binding; DNA binding; DNA-directed DNA polymerase activity"	"GO:0006260; GO:0071897; GO:0000166; GO:0003676; GO:0003677; GO:0003887; GO:0006260; GO:0071897; GO:0000166; GO:0003676; GO:0003677; GO:0003887"
"Pastreoides40187"	2.51916914463634e-23	0.0310747031576515	0.0999620285995193	6.44575629415111e-05	0.659832444894455	0.0159559308419532	0.987848662689874	1044	"anaphase-promoting complex; cell cycle; multicellular organism development; biological regulation; protein K11-linked ubiquitination; protein binding; nucleoplasm; anaphase-promoting complex; cytosol"	"GO:0005680; GO:0007049; GO:0007275; GO:0065007; GO:0070979; GO:0005515; GO:0005654; GO:0005680; GO:0005829"
"Pastreoides00785"	9.54589752871917e-200	2.31274947384799e-06	0.00163783601814202	5.98097098362044e-16	0.750576946459982	0.0166652232990977	0.333801438492573	444	"AD binding; defense response; signal transduction; defense response to fungus; nucleotide binding; NAD+ nucleosidase activity; AT binding; hydrolase activity; AD binding; NAD()+ nucleosidase activity; NAD+ nucleotidase, cyclic AD-ribose generating"	"GO:0043531; GO:0006952; GO:0007165; GO:0050832; GO:0000166; GO:0003953; GO:0005524; GO:0016787; GO:0043531; GO:0050135; GO:0061809"
"Pastreoides45025"	0.234520546114476	1.13319279489741e-35	6.04603291202047e-183	0.0083065291530841	0.0174598354263688	0.0179953668085383	0.29383696096683	413	""	""
"Pastreoides01023"	0.28374243981426	0.236114133940881	6.17033404993537e-136	0.948111613095141	0.832782768288061	0.0203620741977919	0.0837471568683815	651	""	""
"Pastreoides08666"	3.42001630977386e-14	1.26725619364352e-21	0.986929253424097	1.1608986953119e-17	0.800932750981009	0.0211898196968478	0.796926185526674	1857	"protein binding; blood coagulation; platelet formation; megakaryocyte development; platelet alpha granule organization; protein binding; endoplasmic reticulum; secretory granule membrane; tertiary granule"	"GO:0005515; GO:0007596; GO:0030220; GO:0035855; GO:0070889; GO:0005515; GO:0005783; GO:0030667; GO:0070820"
"Pastreoides28399"	4.86493039827212e-37	2.48404520746125e-08	0.00370536721774121	0.00554437327116506	0.000198919878866949	0.0211898196968478	0.832490972100582	470	"DNA recombination; DNA integration; DNA binding; DNA recombination; DNA integration; DNA binding; DNA recombination; DNA integration; DNA binding"	"GO:0006310; GO:0015074; GO:0003677; GO:0006310; GO:0015074; GO:0003677; GO:0006310; GO:0015074; GO:0003677"
"Pastreoides19335"	0.401689069448346	0.00980986442107262	0.730550110915452	0.598617514200663	0.864430214609613	0.0218970199861148	0.752726770779176	129	"oxidoreductase activity; estrogen biosynthetic process; bone development; testosterone biosynthetic process; cellular response to metal ion; protein homodimerization activity; testosterone dehydrogenase (NAD+) activity; NAD-retinol dehydrogenase activity; NAD+ binding; 17-beta-hydroxysteroid dehydrogenase (NAD+) activity; estradiol binding; cytosol; photoreceptor outer segment membrane"	"GO:0016491; GO:0006703; GO:0060348; GO:0061370; GO:0071248; GO:0042803; GO:0047035; GO:0052650; GO:0070401; GO:0072582; GO:1903924; GO:0005829; GO:0042622"
"Pastreoides08115"	0.000970478238173056	5.6206969276508e-09	0.560167793433964	1.54491611407426e-05	0.188533758579028	0.0224685715962495	0.929568679367577	85	""	""
"Pastreoides21112"	3.12985656412689e-06	0.976439581475014	0.448725984096094	0.997485344117487	0.646288236586203	0.0233300285641167	0.333801438492573	681	"helicase activity; spliceosomal complex disassembly; germ cell development; embryonic body morphogenesis; feminization of hermaphroditic germ-line; developmental growth; RNA binding; RNA helicase activity; AT binding; AT hydrolysis activity; identical protein binding; cytosol; nuclear body; U2-type catalytic step 2 spliceosome"	"GO:0004386; GO:0000390; GO:0007281; GO:0010172; GO:0040022; GO:0048589; GO:0003723; GO:0003724; GO:0005524; GO:0016887; GO:0042802; GO:0005829; GO:0016604; GO:0071007"
"Pastreoides55947"	9.75495717240461e-08	0.984503566575565	0.0921633239643654	0.161682076985762	0.77298677045186	0.0233300285641167	0.329009184854966	383	"DNA replication; cellular macromolecule metabolic process; DNA biosynthetic process; nucleotide binding; nucleic acid binding; DNA binding; DNA-directed DNA polymerase activity; DNA replication; cellular macromolecule metabolic process; DNA biosynthetic process; nucleotide binding; nucleic acid binding; DNA binding; DNA-directed DNA polymerase activity"	"GO:0006260; GO:0044260; GO:0071897; GO:0000166; GO:0003676; GO:0003677; GO:0003887; GO:0006260; GO:0044260; GO:0071897; GO:0000166; GO:0003676; GO:0003677; GO:0003887"
"Pastreoides24071"	0.210088554634278	0.00939938577190566	0.712427622440571	0.477078604604832	0.894402317488595	0.0303808566851875	0.910455534363706	230	"protein localization to juxtaparanode region of axon; extracellular matrix structural constituent; organelle organization; protein localization; glial cell development; neuron projection development; cellular component morphogenesis; cell junction assembly; myelination; cell-cell junction organization; synapse organization; neuromuscular process; biological regulation; binding; plasma membrane; cell-cell junction"	"GO:0071205; GO:0005201; GO:0006996; GO:0008104; GO:0021782; GO:0031175; GO:0032989; GO:0034329; GO:0042552; GO:0045216; GO:0050808; GO:0050905; GO:0065007; GO:0005488; GO:0005886; GO:0005911"
"Pastreoides28369"	0.997447674726167	0.718995267501406	0.417905396511514	0.745954288172154	0.953736703156166	0.0303808566851875	0.807129947956919	361	"ion transport; ion transmembrane transport; cation transmembrane transport; cation channel activity; integral component of plasma membrane; membrane; integral component of membrane"	"GO:0006811; GO:0034220; GO:0098655; GO:0005261; GO:0005887; GO:0016020; GO:0016021"
"Pastreoides60210"	8.87944446781549e-08	5.74521558143387e-27	1.17336689285059e-11	1.84903771031263e-09	0.989967151080204	0.0303808566851875	0.621818274717247	336	"DNA integration; nucleic acid binding; DNA integration; nucleic acid binding"	"GO:0015074; GO:0003676; GO:0015074; GO:0003676"
"Pastreoides13517"	0.830197276813074	0.66192787731358	0.986729825017856	0.811338941983177	0.938403449338333	0.0304971454756041	0.710637517223183	808	""	""
"Pastreoides07750"	0.983439727958965	0.927610447467873	0.673671790552791	0.961848131462765	0.964316491003048	0.0308957806865343	0.464389866586186	323	""	""
"Pastreoides10345"	0.786767048247931	0.845887626313848	0.896339524409485	0.92614539198304	0.862636727883971	0.0308957806865343	0.598287374123589	110	""	""
"Pastreoides11105"	0.363749205383635	0.965785091411258	0.801138379386421	7.58154219010325e-11	0.230550578161289	0.0308957806865343	0.689771886687749	230	""	""
"Pastreoides15713"	0.400714914752972	0.0277589634874908	0.930908553028709	0.965068834635228	0.0118860272481411	0.0308957806865343	0.290674125256764	1520	"biosynthetic process; lipid metabolic process; cellular process; small molecule metabolic process; transferase activity; cellular anatomical entity"	"GO:0009058; GO:0006629; GO:0009987; GO:0044281; GO:0016740; GO:0110165"
"Pastreoides13607"	2.48036422916302e-08	5.34338545390713e-08	0.795858290363505	0.0887522264791519	0.150172738195562	0.034990885650855	0.36203841586275	346	"intracellular protein transport; vesicle-mediated transport; structural molecule activity; cytoplasm; OI vesicle coat; intracellular protein transport; endoplasmic reticulum to Golgi vesicle-mediated transport; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum; intra-Golgi vesicle-mediated transport; structural molecule activity; protein binding; Golgi membrane; endoplasmic reticulum membrane; endoplasmic reticulum-Golgi intermediate compartment; cytosol; plasma membrane; OI vesicle coat; transport vesicle; tertiary granule membrane"	"GO:0006886; GO:0016192; GO:0005198; GO:0005737; GO:0030126; GO:0006886; GO:0006888; GO:0006890; GO:0006891; GO:0005198; GO:0005515; GO:0000139; GO:0005789; GO:0005793; GO:0005829; GO:0005886; GO:0030126; GO:0030133; GO:0070821"
"Pastreoides52405"	0.446351133204326	0.280142129779539	0.291777224788203	0.257554080290245	0.944537990507438	0.0350649990213783	0.421708897379804	1054	"proteolysis; metallocarboxypeptidase activity; zinc ion binding; protein side chain deglutamylation; metallocarboxypeptidase activity; metal ion binding; centriole; cytosol; ciliary basal body"	"GO:0006508; GO:0004181; GO:0008270; GO:0035610; GO:0004181; GO:0046872; GO:0005814; GO:0005829; GO:0036064"
"Pastreoides21874"	8.88964668950429e-17	0.568811418074561	0.202301365470636	0.00347310979796325	0.589548116454947	0.0353124192258516	0.00216354894452787	493	"protein binding; positive regulation of cell population proliferation; cell migration; lung alveolus development; protein binding; focal adhesion"	"GO:0005515; GO:0008284; GO:0016477; GO:0048286; GO:0005515; GO:0005925"
"Pastreoides27365"	0.710038540381702	0.999145149146398	0.851244245111343	0.7160442012336	0.927888250214417	0.0353124192258516	1	160	""	""
