"gene"	"adj.pval.Origin"	"adj.pval.Treatment"	"adj.pval.LifeStage"	"adj.pval.Origin_x_Treatment"	"adj.pval.Origin_x_LifeStage"	"adj.pval.Treatment_x_LifeStage"	"adj.pval.Origin_x_Treatment_x_LifeStage"	"Length"	"GO_Name"	"GO_IDs"
"Pastreoides57984"	1.02373736826318e-19	1.11903956928645e-20	0	3.75134665650272e-08	3.97960835600088e-19	0.677897083577023	1.81510342732666e-10	307	""	""
"Pastreoides57986"	1.23340829677828e-05	0.970723436199729	0	2.24568930095863e-101	1.1051889213645e-67	0.772123301872448	1.14465845510187e-05	396	""	""
"Pastreoides57987"	3.92620618407267e-13	3.40778933506963e-06	2.40604162402649e-218	1.10719650635645e-14	8.35096841274e-11	0.271806323124672	0.874582424126818	239	""	""
"Pastreoides57981"	3.12065522000794e-06	0.0210735947246627	2.55835693041865e-187	0.00177304429281804	3.32302929831956e-10	0.0738624665679858	0.0851683711374621	252	"P:DNA-templated transcription, initiation; P:regulation of transcription by RNA polymerase III; P:cellular response to oxidative stress; P:transcription preinitiation complex assembly; RNA polymerase III type 3 promoter sequence-specific DNA binding; TBP-class protein binding; metal ion binding; transcription factor TIIIB complex; nucleus; transcription preinitiation complex"	"GO:0006352; GO:0006359; GO:0034599; GO:0070897; GO:0001006; GO:0017025; GO:0046872; GO:0000126; GO:0005634; GO:0097550"
"Pastreoides45025"	0.262120766650342	2.15174477903535e-35	1.29154630944159e-182	0.00972650962026368	0.0230366858180855	0.0252272258760029	0.31139994905449	413	""	""
"Pastreoides28862"	0.115155663801775	0.561110112214136	1.6754815424805e-150	0.082522546364775	1	0.630279508073255	0.682695075358043	1378	""	""
"Pastreoides01023"	0.313967620254152	0.260430672668852	1.31809936964975e-135	0.942700569210556	0.835675866631299	0.0283390972458049	0.108014897194078	651	""	""
"Pastreoides04853"	0.0817139912288779	0.968121007022996	3.54270463802468e-131	0.732222700366911	0.608398626045424	0.0553123541135929	0.238553180718027	449	"protein binding; transcription factor binding; P:negative regulation of transcription by RNA polymerase II; P:neural tube closure; P:heart looping; P:ventricular septum development; P:smoothened signaling pathway involved in ventral spinal cord interneuron specification; P:smoothened signaling pathway involved in spinal cord motor neuron cell fate specification; P:aorta development; P:cytoplasmic sequestering of transcription factor; P:skin development; P:coronary vasculature development; P:negative regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning; P:negative regulation of hh target transcription factor activity; P:negative regulation of ubiquitin-dependent protein catabolic process; beta-catenin binding; protein kinase binding; nucleoplasm; cilium; GLI-SUU complex"	"GO:0005515; GO:0008134; GO:0000122; GO:0001843; GO:0001947; GO:0003281; GO:0021775; GO:0021776; GO:0035904; GO:0042994; GO:0043588; GO:0060976; GO:1901621; GO:1990787; GO:2000059; GO:0008013; GO:0019901; GO:0005654; GO:0005929; GO:1990788"
"Pastreoides64575"	0.172541526833495	2.20010309012961e-77	4.18680978447993e-127	9.61154220805253e-07	3.1572748185055e-13	1.09064366066555e-54	0.00167288549245576	526	"P:ATP synthesis coupled proton transport; electron transfer activity; proton transmembrane transporter activity; oxidoreductase activity; membrane; proton-transporting ATP synthase complex, coupling factor (o); P:ATP synthesis coupled electron transport; NADH dehydrogenase (ubiquinone) activity; mitochondrial inner membrane; integral component of membrane; respirasome"	"GO:0015986; GO:0009055; GO:0015078; GO:0016491; GO:0016020; GO:0045263; GO:0042773; GO:0008137; GO:0005743; GO:0016021; GO:0070469"
"Pastreoides24375"	2.38668411959932e-05	0.110526406114842	2.06852905882884e-117	2.95889342826316e-06	0.617045164793186	0.100193107807594	0.865906009755379	289	""	""
"Pastreoides64576"	0.965504215899555	2.81066535618855e-48	8.96476556715154e-111	0.00126559210738518	0.22007092227587	5.26558694048606e-38	9.99402538892776e-11	231	"P:respiratory electron transport chain; electron transfer activity; oxidoreductase activity; membrane; P:aerobic respiration; P:electron transport chain; NADH dehydrogenase (ubiquinone) activity; mitochondrial respiratory chain complex I"	"GO:0022904; GO:0009055; GO:0016491; GO:0016020; GO:0009060; GO:0022900; GO:0008137; GO:0005747"
"Pastreoides57985"	0.834717760262637	0.0172422237777986	5.85597798094944e-107	0.00703468460929472	0.698839093026928	1	0.720537321109796	76	""	""
"Pastreoides45033"	0.680328586703932	4.82190982103326e-06	1.94264405149218e-102	0.912959324786107	0.442385018904151	0.514269715872517	1	268	"P:cellular macromolecule metabolic process; P:cellular macromolecule metabolic process"	"GO:0044260; GO:0044260"
"Pastreoides12623"	9.73969096806758e-103	2.25870961318076e-26	4.09663671182302e-91	1.47410110924532e-31	0.00891358027636332	0.873254123794373	0.885114221795229	255	""	""
"Pastreoides31104"	0.0012777260143122	0.00118523980093633	4.24228348320948e-88	0.497528342742584	0.335918054515115	0.806913810827381	0.937533584696585	481	"P:immune system process; protein binding; membrane"	"GO:0002376; GO:0005515; GO:0016020"
"Pastreoides56900"	0.0334209481635151	0.00308747889134277	2.49735377617336e-78	5.69007001209833e-10	0.00354215627036249	0.978670082351096	1	638	"P:skeletal system development; P:endocytosis; P:extracellular matrix organization; P:bone mineralization; P:macromolecule localization; P:positive regulation of biological process; P:notochord morphogenesis; P:organic substance transport; protein binding; collagen binding; cargo receptor activity; extracellular region; plasma membrane; extracellular matrix; protein-containing complex"	"GO:0001501; GO:0006897; GO:0030198; GO:0030282; GO:0033036; GO:0048518; GO:0048570; GO:0071702; GO:0005515; GO:0005518; GO:0038024; GO:0005576; GO:0005886; GO:0031012; GO:0032991"
"Pastreoides24377"	0.64011594766966	0.312442142298054	1.39962417217876e-77	0.0157437513579205	0.0426534784345451	0.94969784814576	0.297014444066367	201	""	""
"Pastreoides00081"	3.42101427697609e-15	4.20852455429901e-10	2.22362100346605e-73	0.00655270423208674	0.750956969626616	0.1044566462964	0.810663958332424	388	"metal ion binding; P:DNA recombination; P:DNA integration; DNA binding; P:DNA recombination; P:DNA integration; DNA binding"	"GO:0046872; GO:0006310; GO:0015074; GO:0003677; GO:0006310; GO:0015074; GO:0003677"
"Pastreoides64573"	0.170474492683185	2.18626253725437e-18	1.07991637064123e-72	0.293940687954779	1.25781234490391e-12	9.18026363882403e-27	0.339699277287257	381	"cytochrome-c oxidase activity; copper ion binding; membrane; P:electron transport chain; electron transfer activity; oxidoreduction-driven active transmembrane transporter activity; metal ion binding; mitochondrion; respirasome"	"GO:0004129; GO:0005507; GO:0016020; GO:0022900; GO:0009055; GO:0015453; GO:0046872; GO:0005739; GO:0070469"
"Pastreoides41327"	2.05541355870453e-14	0.986407704560401	3.80254402052802e-71	0.00283088719132296	0.329871634551988	0.71943048225276	1	376	"ATP binding; cytoplasm; cytoskeleton"	"GO:0005524; GO:0005737; GO:0005856"
"Pastreoides57980"	9.70924946038762e-11	2.71392516707531e-40	2.66556998549121e-70	0.151270642556316	0.103093066228734	0.0881583746350212	0.00389991057769474	116	""	""
"Pastreoides39023"	0.977111704117728	0.0980682661977487	3.58266774237551e-70	0.238984775189204	0.912691877797377	0.759647263457527	0.417231518326888	144	"membrane; integral component of membrane; membrane; integral component of membrane"	"GO:0016020; GO:0016021; GO:0016020; GO:0016021"
"Pastreoides24371"	0.0047124191894421	0.436098208673185	4.15320446657978e-65	0.0354427907561668	0.811079502288702	0.571902481818662	0.896903809453097	274	"catalytic activity; catalytic activity"	"GO:0003824; GO:0003824"
"Pastreoides24374"	0.304955116825917	0.0251461952304262	1.30013194621555e-59	0.407330758367562	0.0505580369903419	0.498120118715084	0.644257030259589	531	"P:pseudouridine synthesis; P:RNA modification; nucleic acid binding; RNA binding; zinc ion binding; pseudouridine synthase activity; P:pseudouridine synthesis; P:RNA modification; nucleic acid binding; RNA binding; zinc ion binding; pseudouridine synthase activity"	"GO:0001522; GO:0009451; GO:0003676; GO:0003723; GO:0008270; GO:0009982; GO:0001522; GO:0009451; GO:0003676; GO:0003723; GO:0008270; GO:0009982"
"Pastreoides51574"	2.7277465375019e-08	3.85596348626281e-08	4.97242186154977e-56	0.0148231681812436	0.00280980400984839	0.00887623321884443	0.0897190935434323	807	"P:small GTPase mediated signal transduction; P:regulation of catalytic activity; guanyl-nucleotide exchange factor activity; P:small GTPase mediated signal transduction; P:regulation of catalytic activity; guanyl-nucleotide exchange factor activity"	"GO:0007264; GO:0050790; GO:0005085; GO:0007264; GO:0050790; GO:0005085"
"Pastreoides07959"	0.39676533358591	0.825861853792762	2.00356833103706e-49	0.00115504363706164	0.200636522814845	0.0582941308790824	0.853808160631239	608	""	""
"Pastreoides07947"	0.0016392073181154	5.46237326907714e-29	9.43590521900719e-44	0.33051205141248	0.554658041900177	0.78248311463731	1	310	""	""
"Pastreoides45032"	2.48575903248399e-17	2.21476328002653e-16	2.48794756701006e-43	0.0244617604546127	0.0227900689713362	0.482487174277834	0.48402468479963	361	"P:protein ubiquitination; ubiquitin-protein transferase activity; P:protein ubiquitination; ubiquitin-protein transferase activity"	"GO:0016567; GO:0004842; GO:0016567; GO:0004842"
"Pastreoides05388"	3.49521865997503e-23	0.790285801979475	3.58781682312564e-42	0.642464558322077	0.555494095907508	0.847860261842743	0.472549239551346	507	"P:retinol transport; P:vitamin A import; protein binding; plasma membrane; membrane; integral component of membrane"	"GO:0034633; GO:0071939; GO:0005515; GO:0005886; GO:0016020; GO:0016021"
"Pastreoides49046"	2.57185736473507e-86	1.42426589091215e-11	1.90170385070606e-41	9.8778476366327e-23	0.984437931901021	0.481316804219069	0.506752707824376	127	"P:DNA integration; nucleic acid binding; P:DNA integration; nucleic acid binding"	"GO:0015074; GO:0003676; GO:0015074; GO:0003676"
"Pastreoides02382"	1.2062801533373e-09	0.0396369304224031	1.98590693752434e-41	0.161940938379107	0.601693982969203	0.727726612193762	0.000106056827588976	208	"P:mRNA catabolic process; exonuclease activity; organic cyclic compound binding; catalytic activity, acting on RNA; heterocyclic compound binding; intracellular anatomical structure"	"GO:0006402; GO:0004527; GO:0097159; GO:0140098; GO:1901363; GO:0005622"
"Pastreoides54285"	8.61866724114623e-25	0.000617033874081184	9.89880935505489e-41	2.95223540164738e-10	0.582032677132426	0.625823797127544	0.818112500944585	233	""	""
"Pastreoides02373"	0.94113508937475	0.02697815518517	2.17246510949875e-40	0.475884997284271	0.859831017958799	0.543990398321875	0.793951462714891	897	"protein dimerization activity; P:chloride transport; P:transmembrane transport; P:calcium activated phosphatidylserine scrambling; P:calcium activated phosphatidylcholine scrambling; P:calcium activated galactosylceramide scrambling; chloride channel activity; phospholipid scramblase activity; membrane"	"GO:0046983; GO:0006821; GO:0055085; GO:0061589; GO:0061590; GO:0061591; GO:0005254; GO:0017128; GO:0016020"
"Pastreoides47627"	1.74088555430925e-73	3.60394064228372e-22	1.08249238698412e-38	1.81608999101789e-05	1.25834822122131e-07	0.0941726867362292	0.606995624309618	424	"P:deoxyribonucleotide biosynthetic process; P:deoxyribonucleotide biosynthetic process; P:deoxyribonucleotide biosynthetic process"	"GO:0009263; GO:0009263; GO:0009263"
"Pastreoides00082"	0.000290062395149406	0.051902712776809	5.20114218920187e-37	0.00132742592904005	0.269745533380918	0.773253947931025	0.0409652533436155	312	"P:DNA recombination; P:DNA integration; DNA binding; P:DNA recombination; P:DNA integration; DNA binding"	"GO:0006310; GO:0015074; GO:0003677; GO:0006310; GO:0015074; GO:0003677"
"Pastreoides22057"	1.15855183431239e-46	0.00119828862961692	2.49211064635972e-36	2.12111908782638e-08	0.442385018904151	0.663014945816988	0.722967941068843	1885	"extracellular region; Golgi lumen; plasma membrane"	"GO:0005576; GO:0005796; GO:0005886"
"Pastreoides03778"	0.690149784409845	0.079851958102649	3.45342777368454e-36	0.507067372070179	0.981483823099582	0.951241906477644	0.338874829362318	741	"protein binding; zinc ion binding; P:nitrogen compound metabolic process; P:macromolecule metabolic process; P:cellular metabolic process; P:primary metabolic process; P:regulation of cellular process; binding"	"GO:0005515; GO:0008270; GO:0006807; GO:0043170; GO:0044237; GO:0044238; GO:0050794; GO:0005488"
"Pastreoides54268"	3.79398716080177e-16	0.022042521451539	4.91529576437804e-35	1.09578157342423e-10	0.134372420222746	0.0904065767440876	1	415	"P:DNA replication; nucleotide binding; DNA binding; DNA-directed DNA polymerase activity; P:DNA replication; P:DNA biosynthetic process; nucleotide binding; DNA binding; DNA-directed DNA polymerase activity; P:DNA replication; P:DNA biosynthetic process; nucleotide binding; DNA binding; DNA-directed DNA polymerase activity"	"GO:0006260; GO:0000166; GO:0003677; GO:0003887; GO:0006260; GO:0071897; GO:0000166; GO:0003677; GO:0003887; GO:0006260; GO:0071897; GO:0000166; GO:0003677; GO:0003887"
"Pastreoides00942"	5.7267154728289e-36	9.16753528637644e-06	1.76437604333912e-34	0.00135013927575567	2.71214112322826e-05	0.991437681002186	0.00152953715349209	375	""	""
"Pastreoides09789"	9.67698236138639e-14	0.911787755603743	2.31273987525214e-34	0.0101320456441752	0.00960929797099832	0.45444311206471	0.360530751664286	138	""	""
"Pastreoides44313"	1.5546169538946e-14	0.508517482572036	1.48640918920978e-33	0.0187569297440632	0.874139552745759	0.454966365448352	1	400	""	""
"Pastreoides15950"	0.359188456290419	0.0584944297811131	4.27935796703364e-33	0.081956409487136	0.568306549393305	0.757765823201226	1	749	"plasma membrane; membrane; integral component of membrane"	"GO:0005886; GO:0016020; GO:0016021"
"Pastreoides22882"	0.0369473421351061	0.986407704560401	1.97859261640462e-31	0.0416499720925056	0.87262670680927	0.951241906477644	0.99298948738365	447	"metal ion binding; metal ion binding"	"GO:0046872; GO:0046872"
"Pastreoides16054"	0.0407593778530699	0.846823831061964	9.48990796037827e-31	6.41538829458328e-06	0.810280610012027	0.88691736037462	0.960360870624946	982	"P:centriole replication; P:regulation of cilium assembly; P:centriole replication; P:centrosome separation; P:mitotic cytokinetic process; protein domain specific binding; centrosome; centriole; cytosol"	"GO:0007099; GO:1902017; GO:0007099; GO:0051299; GO:1902410; GO:0019904; GO:0005813; GO:0005814; GO:0005829"
"Pastreoides18114"	0.996650531488222	0.1861532336043	1.72573960515362e-30	0.999578290313207	0.596391025217414	0.375286822594759	0.761276464871013	626	"protein binding; P:response to hormone; P:positive regulation of macromolecule metabolic process; P:animal organ regeneration; P:regulation of cell population proliferation; P:positive regulation of cellular process; P:cellular response to stimulus; P:response to oxygen-containing compound; protein binding; cellular anatomical entity"	"GO:0005515; GO:0009725; GO:0010604; GO:0031100; GO:0042127; GO:0048522; GO:0051716; GO:1901700; GO:0005515; GO:0110165"
"Pastreoides13633"	0.0902979419657476	0.00192317195164713	1.12702810575088e-27	0.392651936565826	0.997842237119181	0.00919576318291651	0.985475541232342	220	"P:RNA-dependent DNA biosynthetic process; RNA-directed DNA polymerase activity; P:RNA-dependent DNA biosynthetic process; RNA-directed DNA polymerase activity"	"GO:0006278; GO:0003964; GO:0006278; GO:0003964"
"Pastreoides17183"	0.935832174317308	0.494088386517881	1.00112698313673e-25	0.314521512206996	0.651474408787759	0.95031493290354	1	554	"P:post-embryonic development; P:positive regulation of seed germination; P:regulation of photoperiodism, flowering; extracellular region; plant-type cell wall"	"GO:0009791; GO:0010030; GO:2000028; GO:0005576; GO:0009505"
"Pastreoides33632"	0.000107849610242189	0.0340778644713887	1.31297152207144e-25	0.254945429456412	0.514570412048071	0.881222915154448	0.111787304128466	941	"calcium ion binding; P:cell fate determination; P:compound eye morphogenesis; P:regionalization; P:regulation of transcription, DNA-templated; P:movement of cell or subcellular component; P:leg disc morphogenesis; P:response to external stimulus; P:cellular component organization; P:neuron differentiation; P:ovarian follicle cell development; P:imaginal disc-derived appendage morphogenesis; P:post-embryonic appendage morphogenesis; P:wing disc development; P:locomotion; P:regulation of cell population proliferation; P:homeostatic process; P:negative regulation of cell differentiation; P:positive regulation of cellular process; P:hematopoietic or lymphoid organ development; P:anatomical structure formation involved in morphogenesis; P:localization of cell; P:regulation of cell development; P:circulatory system development; P:regulation of multicellular organismal development; protein binding; endomembrane system; membrane; cytoplasmic vesicle; cell periphery"	"GO:0005509; GO:0001709; GO:0001745; GO:0003002; GO:0006355; GO:0006928; GO:0007478; GO:0009605; GO:0016043; GO:0030182; GO:0030707; GO:0035114; GO:0035120; GO:0035220; GO:0040011; GO:0042127; GO:0042592; GO:0045596; GO:0048522; GO:0048534; GO:0048646; GO:0051674; GO:0060284; GO:0072359; GO:2000026; GO:0005515; GO:0012505; GO:0016020; GO:0031410; GO:0071944"
"Pastreoides09225"	0.00306547892804904	0.959794029415521	3.52836957899304e-25	0.869985011617573	0.913209399472896	0.985135498081307	1	459	"P:proteolysis; metalloendopeptidase activity; metallopeptidase activity; P:regulation of blood pressure; P:positive regulation of signal transduction; P:peptide hormone processing; P:embryonic heart tube development; P:hormone catabolic process; P:peptide catabolic process; P:pharyngeal system development; P:axonogenesis involved in innervation; P:sympathetic neuron axon guidance; P:semaphorin-plexin signaling pathway involved in axon guidance; P:regulation of intracellular signal transduction; endopeptidase activity; metallopeptidase activity; identical protein binding; metal ion binding; endosome; plasma membrane; cell surface; integral component of membrane; secretory granule"	"GO:0006508; GO:0004222; GO:0008237; GO:0008217; GO:0009967; GO:0016486; GO:0035050; GO:0042447; GO:0043171; GO:0060037; GO:0060385; GO:0097492; GO:1902287; GO:1902531; GO:0004175; GO:0008237; GO:0042802; GO:0046872; GO:0005768; GO:0005886; GO:0009986; GO:0016021; GO:0030141"
"Pastreoides41625"	2.89532731132969e-05	0.21277311917119	2.98185090961122e-24	0.0271444273529741	0.00683621227167589	0.630684034256983	0.0680987032816675	623	"P:phagocytosis, recognition; P:phagocytosis, engulfment; P:positive regulation of cell-substrate adhesion; P:apoptotic cell clearance; P:positive regulation of phagocytosis; phosphatidylserine binding; integrin binding; phosphatidylethanolamine binding; extracellular space; external side of plasma membrane; extrinsic component of plasma membrane"	"GO:0006910; GO:0006911; GO:0010811; GO:0043277; GO:0050766; GO:0001786; GO:0005178; GO:0008429; GO:0005615; GO:0009897; GO:0019897"
"Pastreoides32832"	0.614005929611297	0.673003672205445	1.14572009616017e-23	0.962010581321328	0.501492638217655	0.830054329960375	0.161413605949221	547	"protein binding; P:protein polyubiquitination; P:ubiquitin-dependent protein catabolic process; P:transport; P:brain development; P:actin cytoskeleton organization; P:biological regulation; POZ domain binding; actin filament binding; molecular adaptor activity; nucleus; Golgi apparatus; postsynaptic density; actin cytoskeleton; dendrite cytoplasm; neuronal cell body"	"GO:0005515; GO:0000209; GO:0006511; GO:0006810; GO:0007420; GO:0030036; GO:0065007; GO:0031208; GO:0051015; GO:0060090; GO:0005634; GO:0005794; GO:0014069; GO:0015629; GO:0032839; GO:0043025"
"Pastreoides16185"	3.16120194210385e-41	1.07621345303727e-06	2.08674565893453e-23	2.12697038676529e-09	0.335918054515115	0.995258570988594	0.69622521278539	935	"P:DNA replication; nucleotide binding; nucleic acid binding; DNA binding; DNA-directed DNA polymerase activity; P:DNA replication; P:cellular macromolecule metabolic process; P:DNA biosynthetic process; nucleotide binding; nucleic acid binding; DNA binding; DNA-directed DNA polymerase activity; P:DNA replication; P:cellular macromolecule metabolic process; P:DNA biosynthetic process; nucleotide binding; nucleic acid binding; DNA binding; DNA-directed DNA polymerase activity"	"GO:0006260; GO:0000166; GO:0003676; GO:0003677; GO:0003887; GO:0006260; GO:0044260; GO:0071897; GO:0000166; GO:0003676; GO:0003677; GO:0003887; GO:0006260; GO:0044260; GO:0071897; GO:0000166; GO:0003676; GO:0003677; GO:0003887"
"Pastreoides29125"	0.259481760331607	0.00311019244261061	3.12788782318313e-23	0.756576492970516	0.748345424843712	0.344840121545699	0.757547690602829	480	"cellular anatomical entity"	"GO:0110165"
"Pastreoides64571"	0.607307602238609	1.68502157806971e-07	1.06767685850503e-22	0.642218698721753	9.67464217446578e-07	4.84104499957628e-06	0.754289685953312	170	"P:aerobic respiration; cytochrome-c oxidase activity; heme binding; integral component of membrane; P:mitochondrial electron transport, cytochrome c to oxygen; P:electron transport coupled proton transport; P:response to cadmium ion; P:response to methylmercury; cytochrome-c oxidase activity; heme binding; metal ion binding; mitochondrial respiratory chain complex IV; integral component of membrane"	"GO:0009060; GO:0004129; GO:0020037; GO:0016021; GO:0006123; GO:0015990; GO:0046686; GO:0051597; GO:0004129; GO:0020037; GO:0046872; GO:0005751; GO:0016021"
"Pastreoides02046"	0.0113063837410584	0.8002301806909	4.71836622101405e-22	0.781652507309214	0.107575838406839	0.339879534821404	0.655990481615981	437	"P:cellular process"	"GO:0009987"
"Pastreoides55938"	9.65398666958682e-17	0.992868681110457	2.29994099312282e-21	1.25123384738773e-10	0.30675302151172	0.601772996978851	0.592938711568502	558	"P:DNA integration; nucleic acid binding; P:DNA integration; nucleic acid binding"	"GO:0015074; GO:0003676; GO:0015074; GO:0003676"
"Pastreoides00932"	2.31183412644828e-11	0.93106582595965	4.0141965856184e-21	0.347767149880075	0.0464625703175702	0.995258570988594	0.711099866735347	1320	"P:positive regulation of macromolecule metabolic process; P:regulation of proteolysis; P:regulation of cellular process; P:response to stimulus; P:regulation of molecular function; protein binding; cytoplasm"	"GO:0010604; GO:0030162; GO:0050794; GO:0050896; GO:0065009; GO:0005515; GO:0005737"
"Pastreoides17838"	0.804284850322757	0.00547722848269158	4.0141965856184e-21	1.00048945172136e-06	0.770263567038519	0.602280644552711	0.544533224591132	969	"P:anatomical structure development; P:regulation of cellular process; P:localization; cellular anatomical entity"	"GO:0048856; GO:0050794; GO:0051179; GO:0110165"
"Pastreoides24365"	0.00240773309523071	0.996003001688696	4.19446084217022e-21	2.69597095379192e-10	0.665589589336553	0.849485104898895	0.86978780129383	113	""	""
"Pastreoides07836"	0.646807664338057	0.0572201060267665	5.0103485489337e-21	0.481015700476603	0.161161379974486	0.619874451081013	0.746123204527708	584	"P:developmental process involved in reproduction; P:nitrogen compound metabolic process; P:gamete generation; P:negative regulation of macromolecule metabolic process; P:phosphorylation; P:cellular process involved in reproduction in multicellular organism; P:cell differentiation; P:macromolecule modification; P:primary metabolic process; P:cellular macromolecule metabolic process; nucleic acid binding; protein kinase activity; protein binding; P granule; intracellular membrane-bounded organelle"	"GO:0003006; GO:0006807; GO:0007276; GO:0010605; GO:0016310; GO:0022412; GO:0030154; GO:0043412; GO:0044238; GO:0044260; GO:0003676; GO:0004672; GO:0005515; GO:0043186; GO:0043231"
"Pastreoides45504"	2.83972166387886e-06	0.753160224876494	6.28382394331902e-20	0.869603979373991	0.940988429043481	0.515716419422795	1	280	"scavenger receptor activity; membrane; P:endocytosis; scavenger receptor activity; calcium ion binding; membrane; P:endocytosis; scavenger receptor activity; calcium ion binding; membrane"	"GO:0005044; GO:0016020; GO:0006897; GO:0005044; GO:0005509; GO:0016020; GO:0006897; GO:0005044; GO:0005509; GO:0016020"
"Pastreoides01991"	0.0567432569238962	0.453068485317066	3.76632242197869e-19	0.272750824443776	1	1	1	818	"P:nitrogen compound transport; transmembrane transporter activity; membrane; cellular anatomical entity"	"GO:0071705; GO:0022857; GO:0016020; GO:0110165"
"Pastreoides25700"	0.48071417202771	0.09603949132277	3.76632242197869e-19	0.636618857580723	0.831980311804142	0.20805888296118	0.938427591245291	234	"membrane"	"GO:0016020"
