"gene"	"adj.pval.Origin"	"adj.pval.Treatment"	"adj.pval.LifeStage"	"adj.pval.Origin_x_Treatment"	"adj.pval.Origin_x_LifeStage"	"adj.pval.Treatment_x_LifeStage"	"adj.pval.Origin_x_Treatment_x_LifeStage"	"Length"	"GO_Name"	"GO_IDs"
"Pastreoides39522"	0.315215931200461	4.37133013052188e-06	0.228163502138596	1.43488515701212e-29	0.0609643651255185	0.339879534821404	0.501919299932078	366	"ubiquitin-protein transferase activity; ATP hydrolysis activity; P:angiogenesis; P:protein ubiquitination; P:cellular component assembly; P:cellular catabolic process; P:regulation of biological process; P:defense response to other organism; ubiquitin-protein transferase activity; binding; hydrolase activity; cytoplasm; intracellular non-membrane-bounded organelle"	"GO:0004842; GO:0016887; GO:0001525; GO:0016567; GO:0022607; GO:0044248; GO:0050789; GO:0098542; GO:0004842; GO:0005488; GO:0016787; GO:0005737; GO:0043232"
"Pastreoides03623"	4.57536922644817e-131	0.113005752348224	8.39556422521001e-07	1.43896436984486e-29	0.44142090750289	0.963662376723605	0.435824573393382	656	""	""
"Pastreoides38022"	6.41583500999307e-06	0.371517302077524	0.329326392111322	8.7158907758038e-28	0.470196215411992	0.793697664770988	0.385918509097255	156	""	""
"Pastreoides39521"	2.93134656385223e-20	2.06998591727361e-16	0.095582570181439	3.02196168107517e-26	0.90064667409455	0.9164443067461	0.82111175482816	275	"ubiquitin-protein transferase activity; ATP hydrolysis activity; P:angiogenesis; P:protein ubiquitination; P:cellular component assembly; transferase activity; intracellular anatomical structure"	"GO:0004842; GO:0016887; GO:0001525; GO:0016567; GO:0022607; GO:0016740; GO:0005622"
"Pastreoides35752"	9.61461752477151e-07	0.000563546904527095	0.869848341082101	2.38339774098822e-25	0.770263567038519	0.861693045798848	0.548419991105165	111	""	""
"Pastreoides28610"	1.06286725244761e-09	0.86120487552992	0.000446272114599106	3.29731417577974e-24	0.917693843664586	0.447132347022779	0.0521173056126612	191	""	""
"Pastreoides24713"	2.5111749784963e-10	9.22505412890761e-11	3.08387621789594e-06	4.05918999923729e-24	0.726934430610742	0.984183975173933	0.532762540887801	400	"P:skeletal system development; P:collagen fibril organization; P:skin development; P:eye morphogenesis; P:cellular response to amino acid stimulus; extracellular region; collagen type V trimer"	"GO:0001501; GO:0030199; GO:0043588; GO:0048592; GO:0071230; GO:0005576; GO:0005588"
"Pastreoides38772"	3.62920218579091e-05	0.948556875622353	0.706445606134349	5.0468603255262e-24	0.363668867344046	0.814184333026533	0.824656030250789	843	"P:chromatin organization; P:histone methylation; P:methylation; methyltransferase activity; transferase activity; metal ion binding; nucleus; nuclear lumen; P:chromatin organization; P:histone methylation; P:methylation; methyltransferase activity; transferase activity; metal ion binding; nucleus; nuclear lumen"	"GO:0006325; GO:0016571; GO:0032259; GO:0008168; GO:0016740; GO:0046872; GO:0005634; GO:0031981; GO:0006325; GO:0016571; GO:0032259; GO:0008168; GO:0016740; GO:0046872; GO:0005634; GO:0031981"
"Pastreoides17036"	1.21605660766036e-62	0.796712392749555	0.810589360606055	2.48690816232003e-23	0.816591522505133	1	1	1355	"protein binding; P:negative regulation of epithelial cell migration; P:endocytic recycling; P:ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway; P:cilium assembly; P:positive regulation of Wnt protein secretion; P:positive regulation of homophilic cell adhesion; P:positive regulation of adherens junction organization; P:positive regulation of early endosome to late endosome transport; protein tyrosine phosphatase activity; protein kinase binding; early endosome; nuclear body; ciliary basal body"	"GO:0005515; GO:0010633; GO:0032456; GO:0043162; GO:0060271; GO:0061357; GO:1903387; GO:1903393; GO:2000643; GO:0004725; GO:0019901; GO:0005769; GO:0016604; GO:0036064"
"Pastreoides01600"	9.8207730951599e-05	0.695766458947077	0.232788861056879	3.08987190858658e-23	0.0780299789841096	2.23556192494227e-07	0.555166339486879	858	"P:homophilic cell adhesion via plasma membrane adhesion molecules; calcium ion binding; carbohydrate binding; extracellular region; membrane"	"GO:0007156; GO:0005509; GO:0030246; GO:0005576; GO:0016020"
"Pastreoides36905"	0.0994639223610181	0.21277311917119	0.700496812345033	4.54874635059311e-23	0.282597442736807	0.850812654922693	0.0346622356765775	119	"P:glutathione metabolic process; protein binding; P:glutathione metabolic process; P:toxin catabolic process; P:response to toxic substance; P:cellular oxidant detoxification; glutathione transferase activity; peroxidase activity; glutathione peroxidase activity; protein binding; oxidoreductase activity; transferase activity; lyase activity; dichloromethane dehalogenase activity; glutathione binding; nucleus; cytoplasm; peroxisome; cytosol; plastid; extracellular exosome"	"GO:0006749; GO:0005515; GO:0006749; GO:0009407; GO:0009636; GO:0098869; GO:0004364; GO:0004601; GO:0004602; GO:0005515; GO:0016491; GO:0016740; GO:0016829; GO:0018834; GO:0043295; GO:0005634; GO:0005737; GO:0005777; GO:0005829; GO:0009536; GO:0070062"
"Pastreoides02209"	2.53425437207618e-67	9.8640374068911e-61	0.0132766771649586	8.46111292314205e-23	0.919827331079304	0.376193117001487	0.833343727675291	288	"P:xenobiotic transport; P:transmembrane transport; ATP binding; AB-type xenobiotic transporter activity; integral component of membrane; P:xenobiotic transport; P:transmembrane transport; ATP binding; AB-type xenobiotic transporter activity; integral component of membrane"	"GO:0042908; GO:0055085; GO:0005524; GO:0008559; GO:0016021; GO:0042908; GO:0055085; GO:0005524; GO:0008559; GO:0016021"
"Pastreoides49046"	2.57185736473507e-86	1.42426589091215e-11	1.90170385070606e-41	9.8778476366327e-23	0.984437931901021	0.481316804219069	0.506752707824376	127	"P:DNA integration; nucleic acid binding; P:DNA integration; nucleic acid binding"	"GO:0015074; GO:0003676; GO:0015074; GO:0003676"
"Pastreoides32461"	5.66478794938061e-11	8.75316401790585e-12	0.191979191484125	1.61037727685471e-22	0.884356765182378	0.939650780603154	0.987974308720444	163	"nuclear MIS12/MIND complex; P:cellular process; kinetochore; nucleus; P:cellular process; kinetochore; nucleus"	"GO:0000818; GO:0009987; GO:0000776; GO:0005634; GO:0009987; GO:0000776; GO:0005634"
"Pastreoides21881"	5.5070424131848e-07	2.18885005196326e-35	0.354007459306382	5.29884012326466e-22	0.936832965121774	0.370645069233951	0.885114221795229	569	"catalytic activity; P:nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay; P:mitochondrial mRNA catabolic process; P:cellular response to interferon-alpha; P:regulation of mitochondrial mRNA stability; P:positive regulation of viral genome replication; P:negative regulation of cell death; P:cellular response to interferon-gamma; P:cellular response to dsRNA; P:negative regulation of oxidative phosphorylation; P:RNA phosphodiester bond hydrolysis, exonucleolytic; 3'-5'-exoribonuclease activity; mitochondrial matrix"	"GO:0003824; GO:0000288; GO:0000958; GO:0035457; GO:0044528; GO:0045070; GO:0060548; GO:0071346; GO:0071359; GO:0090324; GO:0090503; GO:0000175; GO:0005759"
"Pastreoides64219"	2.99734477301793e-45	0.892831606835832	5.80301907523651e-19	2.12156503491017e-21	0.882553053991466	0.602797854503093	1	216	"P:deoxyribonucleotide biosynthetic process; P:deoxyribonucleotide biosynthetic process; P:deoxyribonucleotide biosynthetic process"	"GO:0009263; GO:0009263; GO:0009263"
"Pastreoides57982"	0.000499454363052778	1.42192535862621e-15	0	2.65946914967493e-21	2.03680590431484e-75	1.07248861950052e-08	7.46005278690353e-05	205	""	""
"Pastreoides02208"	9.37285941638649e-59	2.52101202282426e-47	0.0208343300900948	3.81948264549133e-21	0.960386391742342	0.912555368019506	0.818469690457163	306	"P:rRNA modification; P:rRNA processing; rRNA (adenine-N6,N6-)-dimethyltransferase activity; rRNA methyltransferase activity; P:rRNA methylation; P:positive regulation of rRNA processing; RNA binding; 18S rRNA (adenine(1779)-N(6)/adenine(1780)-N(6))-dimethyltransferase activity; nucleoplasm; nucleolus; mitochondrial matrix; cytosol"	"GO:0000154; GO:0006364; GO:0000179; GO:0008649; GO:0031167; GO:2000234; GO:0003723; GO:0052909; GO:0005654; GO:0005730; GO:0005759; GO:0005829"
"Pastreoides06922"	0.965504215899555	0.0715687376719243	0.275626850589835	6.64872439194052e-21	0.87050161096907	0.416013315819432	0.102406200364857	368	"protein binding"	"GO:0005515"
"Pastreoides19456"	0.0508745371456504	0.386571393012956	0.754563266850092	7.56385647506437e-21	0.0282525650588243	0.833275646872161	1	1088	"protein binding; nucleic acid binding; nucleus; cytoplasm; intracellular non-membrane-bounded organelle; intracellular organelle lumen"	"GO:0005515; GO:0003676; GO:0005634; GO:0005737; GO:0043232; GO:0070013"
"Pastreoides40881"	9.89271043071766e-05	0.883967678327155	4.15947793653603e-05	2.05852066063005e-20	0.859831017958799	0.692124964311906	1.14465845510187e-05	272	""	""
"Pastreoides41028"	9.33492792910413e-08	0.0102310238384021	0.000365297413452513	1.92655334802693e-19	0.0896356460965779	0.79076546167388	0.510956637350661	783	"nucleic acid binding; P:regulation of alternative mRNA splicing, via spliceosome; P:cell fate determination; P:regulation of transcription, DNA-templated; P:mRNA export from nucleus; P:imaginal disc-derived wing morphogenesis; P:sex differentiation; P:dosage compensation by inactivation of X chromosome; P:response to external stimulus; P:positive regulation of gene expression; P:neuron differentiation; P:wing disc pattern formation; P:response to chemical; P:compound eye development; P:mRNA methylation; P:positive regulation of canonical Wnt signaling pathway; P:plasma membrane bounded cell projection organization; P:negative regulation of stem cell differentiation; mRNA binding; protein binding; nuclear envelope; nuclear speck; RNA N6-methyladenosine methyltransferase complex"	"GO:0003676; GO:0000381; GO:0001709; GO:0006355; GO:0006406; GO:0007476; GO:0007548; GO:0009048; GO:0009605; GO:0010628; GO:0030182; GO:0035222; GO:0042221; GO:0048749; GO:0080009; GO:0090263; GO:0120036; GO:2000737; GO:0003729; GO:0005515; GO:0005635; GO:0016607; GO:0036396"
"Pastreoides57264"	1.80825547799003e-37	0.711122016739971	0.0688675280710124	1.92655334802693e-19	1	0.877742237567012	0.970790477728547	270	"P:telomere maintenance via recombination; P:cellular response to DNA damage stimulus; nucleic acid binding; DNA helicase activity; hydrolase activity; transition metal ion binding; protein-containing complex; chromosome, telomeric repeat region"	"GO:0000722; GO:0006974; GO:0003676; GO:0003678; GO:0016787; GO:0046914; GO:0032991; GO:0140445"
"Pastreoides31174"	0.844354583616846	0.480899986512874	0.426873027264381	2.61468987186801e-19	0.940123091869281	0.464871073366203	0.605967768846695	769	"membrane; P:cellular component organization; P:macromolecule metabolic process; P:animal organ development; binding; peptidase activity; extracellular region"	"GO:0016020; GO:0016043; GO:0043170; GO:0048513; GO:0005488; GO:0008233; GO:0005576"
"Pastreoides06813"	1.19085923154473e-13	1.06866592269151e-17	0.339674824961935	6.11082011568653e-19	0.248575954852654	0.0610851105973878	0.856379535431729	1672	""	""
"Pastreoides00839"	8.19078452885238e-63	2.87296684801416e-73	9.63154367199581e-06	1.2175950629522e-18	0.206556184804937	0.332516713088426	1	166	"P:tRNA 5'-leader removal; ribonuclease P complex; P:tRNA 5'-leader removal; ribonuclease P activity; protein binding; ribonuclease P RNA binding; nucleoplasm; nucleolus; multimeric ribonuclease P complex"	"GO:0001682; GO:0030677; GO:0001682; GO:0004526; GO:0005515; GO:0033204; GO:0005654; GO:0005730; GO:0030681"
"Pastreoides08666"	4.67725684382386e-14	2.2764229003872e-21	0.98999806677007	1.76454272874829e-17	0.800939428793752	0.0298554708463868	0.82111175482816	1857	"protein binding; P:blood coagulation; P:platelet formation; P:megakaryocyte development; P:platelet alpha granule organization; protein binding; endoplasmic reticulum; secretory granule membrane; tertiary granule"	"GO:0005515; GO:0007596; GO:0030220; GO:0035855; GO:0070889; GO:0005515; GO:0005783; GO:0030667; GO:0070820"
"Pastreoides44320"	1.05438535846476e-75	0.962125785729167	0.000196680308152459	6.73507298534523e-17	0.161985604994564	0.939608474854988	0.539384090490169	688	"P:DNA replication; nucleotide binding; nucleic acid binding; DNA binding; DNA-directed DNA polymerase activity; P:DNA replication; P:DNA biosynthetic process; nucleotide binding; nucleic acid binding; DNA binding; DNA-directed DNA polymerase activity; transferase activity; nucleotidyltransferase activity; mitochondrion"	"GO:0006260; GO:0000166; GO:0003676; GO:0003677; GO:0003887; GO:0006260; GO:0071897; GO:0000166; GO:0003676; GO:0003677; GO:0003887; GO:0016740; GO:0016779; GO:0005739"
"Pastreoides09037"	5.17410294014865e-73	1.46851663485068e-63	0.00205974056120146	8.47374714265334e-17	0.138188251196764	0.511448808647733	0.552109198131362	808	"P:DNA recombination; P:DNA integration; DNA binding; P:DNA recombination; P:DNA integration; DNA binding; nucleus; intracellular membrane-bounded organelle; P:DNA recombination; P:DNA integration; DNA binding; nucleus; intracellular membrane-bounded organelle"	"GO:0006310; GO:0015074; GO:0003677; GO:0006310; GO:0015074; GO:0003677; GO:0005634; GO:0043231; GO:0006310; GO:0015074; GO:0003677; GO:0005634; GO:0043231"
"Pastreoides32317"	8.84464421530605e-49	1.93746978901087e-10	0.147880509400274	8.68995617202086e-17	0.798531948572021	0.163708044660913	0.488890034984544	502	"zinc ion binding; zinc ion binding; zinc ion binding"	"GO:0008270; GO:0008270; GO:0008270"
"Pastreoides13282"	0.000853781262638039	0.759519694369253	0.231995352462774	1.80208917166335e-16	0.954631366113239	0.607168709505563	0.864290917462338	566	"P:regulation of DNA replication; P:protein monoubiquitination; ubiquitin-protein transferase activity; P:regulation of DNA replication; P:double-strand break repair via nonhomologous end joining; P:protein monoubiquitination; P:double-strand break repair via synthesis-dependent strand annealing; P:positive regulation of mRNA splicing, via spliceosome; P:protein autoubiquitination; chromatin binding; ubiquitin-protein transferase activity; protein binding; chromatin"	"GO:0006275; GO:0006513; GO:0004842; GO:0006275; GO:0006303; GO:0006513; GO:0045003; GO:0048026; GO:0051865; GO:0003682; GO:0004842; GO:0005515; GO:0000785"
"Pastreoides10052"	0.604258749647019	0.276708915709963	0.895991025319063	2.17466020312652e-16	0.748757343343036	0.887237465092849	0.856768073885492	274	"nucleic acid binding; helicase activity; ATP binding; nucleic acid binding; helicase activity; ATP binding"	"GO:0003676; GO:0004386; GO:0005524; GO:0003676; GO:0004386; GO:0005524"
"Pastreoides10053"	0.604258749647019	0.276708915709963	0.895991025319063	2.17466020312652e-16	0.748757343343036	0.887237465092849	0.856768073885492	351	""	""
"Pastreoides38870"	4.07322334720229e-62	0.278137098489694	0.778885989372499	4.18613246724713e-16	0.38845688577173	0.97414303883332	1	386	"P:positive regulation of transcription by RNA polymerase II; RNA polymerase II cis-regulatory region sequence-specific DNA binding; DNA-binding transcription activator activity, RNA polymerase II-specific; DNA binding; P:regulation of transcription by RNA polymerase II; P:embryo development ending in birth or egg hatching; P:positive regulation of transcription, DNA-templated; P:system development; P:regulation of immune response; DNA-binding transcription factor activity, RNA polymerase II-specific; sequence-specific DNA binding; nucleus; polytene chromosome"	"GO:0045944; GO:0000978; GO:0001228; GO:0003677; GO:0006357; GO:0009792; GO:0045893; GO:0048731; GO:0050776; GO:0000981; GO:0043565; GO:0005634; GO:0005700"
"Pastreoides21061"	6.85218183830226e-305	5.12063244708512e-32	0.00365917903535968	4.44632565732399e-16	0.358572953920399	0.861693045798848	0.783485419442488	263	"protein binding; P:mitotic spindle assembly; P:positive regulation of non-motile cilium assembly; protein binding; centrosome; ciliary basal body"	"GO:0005515; GO:0090307; GO:1902857; GO:0005515; GO:0005813; GO:0036064"
